class1	gender1	class2	gender2	num_of_connections
1B	F	1A	M	1
1B	F	3A	M	0
1B	F	3A	F	0
1B	F	1A	F	0
1B	F	1A	Unknown	0
1B	F	3B	F	0
1B	F	3A	M	0
1B	F	2A	M	0
1B	F	2A	F	0
1B	F	5A	F	0
1B	F	4B	F	0
1B	F	2A	F	0
1B	F	5B	M	0
1B	F	5B	M	0
1B	F	3B	M	0
1B	F	Teachers	Unknown	29
1B	F	5B	M	0
1B	F	5B	M	0
1B	F	5B	F	0
1B	F	5B	M	0
1B	F	2A	M	1
1B	F	4B	M	0
1B	F	5B	M	0
1B	F	5B	M	0
1B	F	5B	M	0
1B	F	5B	F	0
1B	F	5B	M	0
1B	F	Teachers	Unknown	0
1B	F	4B	M	0
1B	F	4B	F	0
1B	F	4B	M	0
1B	F	5B	F	0
1B	F	5B	F	0
1B	F	5B	F	0
1B	F	5B	M	0
1B	F	1B	M	94
1B	F	1B	F	33
1B	F	5B	M	0
1B	F	5B	F	0
1B	F	Teachers	Unknown	0
1B	F	2A	F	0
1B	F	2A	F	1
1B	F	2A	M	1
1B	F	2A	M	0
1B	F	4B	M	0
1B	F	2A	M	0
1B	F	2A	F	0
1B	F	2A	F	0
1B	F	4B	F	0
1B	F	4B	F	0
1B	F	4B	M	0
1B	F	4B	M	0
1B	F	3A	M	0
1B	F	3A	M	0
1B	F	1B	F	30
1B	F	1B	F	18
1B	F	4B	M	0
1B	F	4A	M	0
1B	F	1B	F	52
1B	F	1B	F	6
1B	F	4A	M	0
1B	F	4A	M	0
1B	F	4A	F	0
1B	F	1B	F	2
1B	F	1B	F	6
1B	F	Teachers	Unknown	0
1B	F	2A	F	1
1B	F	1B	M	19
1B	F	1B	F	29
1B	F	1B	M	15
1B	F	1B	M	10
1B	F	1B	F	0
1B	F	4A	M	0
1B	F	4A	F	0
1B	F	1B	F	101
1B	M	3B	M	0
1B	M	3B	M	0
1B	M	3B	F	0
1B	M	3B	F	0
1B	M	3B	F	0
1B	M	4B	F	0
1B	M	4B	M	0
1B	M	4B	M	0
1B	M	1B	M	64
1B	M	1B	M	37
1B	M	4B	F	0
1B	M	4B	M	0
1B	M	3A	M	0
1B	M	3A	M	2
1B	M	3A	F	0
1B	M	3A	M	0
1B	M	3B	M	0
1B	M	1A	F	0
1B	M	1A	M	1
1B	M	4B	M	0
1B	M	4B	M	0
1B	M	4B	F	0
1B	M	4A	F	2
1B	M	4A	M	0
1B	M	1A	F	0
1B	M	1A	F	0
1B	M	5A	M	0
1B	M	5A	M	0
1B	M	2A	F	0
1B	M	2A	F	0
1B	M	1A	M	1
1B	M	5A	M	1
1B	M	5A	M	0
1B	M	5A	F	1
1B	M	5A	M	1
1B	M	5A	F	0
1B	M	5A	M	0
1B	M	4A	F	0
1B	M	2A	F	0
1B	M	2A	F	2
1B	M	1A	M	0
1B	M	1A	F	0
1B	M	1A	M	0
1B	M	1A	F	0
1B	M	1A	M	0
1B	M	1A	F	0
1B	M	1A	F	0
1B	M	5A	M	0
1B	M	5A	F	0
1B	M	5A	F	1
1B	M	5A	M	0
1B	M	2A	F	0
1B	M	2A	F	1
1B	M	2A	M	12
1B	M	2A	M	3
1B	M	3A	M	0
1B	M	1A	M	0
1B	M	5A	F	0
1B	M	5A	F	0
1B	M	5A	M	0
1B	M	5A	M	0
1B	M	5A	F	1
1B	M	4B	F	0
1B	M	5A	F	0
1B	M	1A	F	0
1B	M	1A	M	0
1B	M	3A	M	1
1B	M	3A	F	0
1B	M	1A	F	0
1B	M	1A	Unknown	0
1B	M	3B	F	0
1B	M	3A	M	0
1B	M	2A	M	0
1B	M	2A	F	0
1B	M	5A	F	0
1B	M	4B	F	0
1B	M	2A	F	0
1B	M	5B	M	0
1B	M	5B	M	0
1B	M	3B	M	0
1B	M	Teachers	Unknown	42
1B	M	5B	M	0
1B	M	5B	M	0
1B	M	5B	F	0
1B	M	5B	M	0
1B	M	2A	M	7
1B	M	4B	M	0
1B	M	5B	M	0
1B	M	5B	M	0
1B	M	5B	M	0
1B	M	5B	F	0
1B	M	5B	M	0
1B	M	Teachers	Unknown	0
1B	M	4B	M	0
1B	M	4B	F	0
1B	M	4B	M	0
1B	M	5B	F	0
1B	M	5B	F	0
1B	M	5B	F	0
1B	M	5B	M	0
1B	M	1B	M	60
1B	M	1B	F	235
1B	M	5B	M	0
1B	M	5B	F	0
1B	M	Teachers	Unknown	0
1B	M	2A	F	0
1B	M	2A	F	1
1B	M	2A	M	0
1B	M	2A	M	0
1B	M	4B	M	0
1B	M	2A	M	0
1B	M	2A	F	0
1B	M	2A	F	0
1B	M	4B	F	0
1B	M	4B	F	0
1B	M	4B	M	0
1B	M	4B	M	0
1B	M	3A	M	0
1B	M	3A	M	1
1B	M	1B	F	13
1B	M	1B	F	8
1B	M	4B	M	0
1B	M	4A	M	0
1B	M	1B	F	37
1B	M	1B	F	27
1B	M	4A	M	1
1B	M	4A	M	0
1B	M	4A	F	1
1B	M	1B	F	2
1B	M	1B	F	4
1B	M	Teachers	Unknown	1
1B	M	2A	F	1
1B	M	1B	M	143
1B	M	1B	F	21
1B	M	1B	M	119
1B	M	1B	M	33
1B	M	1B	F	38
1B	M	4A	M	0
1B	M	4A	F	0
1B	M	1B	F	109
1B	M	1B	F	209
4A	F	3B	M	0
4A	F	3B	M	0
4A	F	3B	F	0
4A	F	3B	F	0
4A	F	3B	F	0
4A	F	4B	F	0
4A	F	4B	M	0
4A	F	4B	M	0
4A	F	1B	M	0
4A	F	1B	M	0
4A	F	4B	F	0
4A	F	4B	M	0
4A	F	3A	M	0
4A	F	3A	M	0
4A	F	3A	F	0
4A	F	3A	M	0
4A	F	3B	M	0
4A	F	1A	F	0
4A	F	1A	M	1
4A	F	4B	M	0
4A	F	4B	M	0
4A	F	4B	F	0
4A	F	4A	F	7
4A	F	4A	M	38
4A	F	1A	F	0
4A	F	1A	F	0
4A	F	5A	M	1
4A	F	5A	M	0
4A	F	2A	F	0
4A	F	2A	F	0
4A	F	1A	M	0
4A	F	5A	M	0
4A	F	5A	M	0
4A	F	5A	F	0
4A	F	5A	M	0
4A	F	5A	F	0
4A	F	5A	M	0
4A	F	4A	F	22
4A	F	2A	F	0
4A	F	2A	F	0
4A	F	1A	M	0
4A	F	1A	F	0
4A	F	1A	M	0
4A	F	1A	F	0
4A	F	1A	M	0
4A	F	1A	F	0
4A	F	1A	F	0
4A	F	5A	M	1
4A	F	5A	F	0
4A	F	5A	F	0
4A	F	5A	M	0
4A	F	2A	F	0
4A	F	2A	F	0
4A	F	2A	M	0
4A	F	2A	M	0
4A	F	3A	M	0
4A	F	1A	M	0
4A	F	5A	F	0
4A	F	5A	F	0
4A	F	5A	M	0
4A	F	5A	M	0
4A	F	5A	F	0
4A	F	4B	F	0
4A	F	5A	F	0
4A	F	1A	F	0
4A	F	1A	M	0
4A	F	3A	M	0
4A	F	3A	F	0
4A	F	1A	F	0
4A	F	1A	Unknown	0
4A	F	3B	F	0
4A	F	3A	M	0
4A	F	2A	M	0
4A	F	2A	F	0
4A	F	5A	F	1
4A	F	4B	F	0
4A	F	2A	F	0
4A	F	5B	M	0
4A	F	5B	M	0
4A	F	3B	M	0
4A	F	Teachers	Unknown	0
4A	F	5B	M	0
4A	F	5B	M	1
4A	F	5B	F	0
4A	F	5B	M	0
4A	F	2A	M	0
4A	F	4B	M	0
4A	F	5B	M	0
4A	F	5B	M	0
4A	F	5B	M	0
4A	F	5B	F	0
4A	F	5B	M	0
4A	F	Teachers	Unknown	0
4A	F	4B	M	0
4A	F	4B	F	0
4A	F	4B	M	0
4A	F	5B	F	0
4A	F	5B	F	0
4A	F	5B	F	0
4A	F	5B	M	1
4A	F	1B	M	0
4A	F	1B	F	0
4A	F	5B	M	0
4A	F	5B	F	0
4A	F	Teachers	Unknown	0
4A	F	2A	F	0
4A	F	2A	F	0
4A	F	2A	M	0
4A	F	2A	M	0
4A	F	4B	M	0
4A	F	2A	M	0
4A	F	2A	F	0
4A	F	2A	F	0
4A	F	4B	F	0
4A	F	4B	F	0
4A	F	4B	M	0
4A	F	4B	M	0
4A	F	3A	M	0
4A	F	3A	M	0
4A	F	1B	F	0
4A	F	1B	F	0
4A	F	4B	M	0
4A	F	4A	M	14
4A	F	1B	F	0
4A	F	1B	F	0
4A	F	4A	M	54
4A	F	4A	M	13
4A	F	4A	F	32
4A	F	1B	F	0
4A	F	1B	F	0
4A	F	Teachers	Unknown	59
4A	F	2A	F	0
4A	F	1B	M	0
4A	F	1B	F	0
4A	F	1B	M	1
4A	F	1B	M	0
4A	F	1B	F	0
4A	F	4A	M	75
4A	F	4A	F	9
4A	F	1B	F	0
4A	F	1B	F	0
4A	F	1B	M	0
4A	M	3B	M	2
4A	M	3B	M	1
4A	M	3B	F	0
4A	M	3B	F	0
4A	M	3B	F	0
4A	M	4B	F	0
4A	M	4B	M	0
4A	M	4B	M	6
4A	M	1B	M	3
4A	M	1B	M	6
4A	M	4B	F	0
4A	M	4B	M	0
4A	M	3A	M	0
4A	M	3A	M	0
4A	M	3A	F	0
4A	M	3A	M	3
4A	M	3B	M	1
4A	M	1A	F	0
4A	M	1A	M	0
4A	M	4B	M	86
4A	M	4B	M	0
4A	M	4B	F	0
4A	M	4A	F	12
4A	M	4A	M	242
4A	M	1A	F	0
4A	M	1A	F	0
4A	M	5A	M	0
4A	M	5A	M	0
4A	M	2A	F	1
4A	M	2A	F	0
4A	M	1A	M	5
4A	M	5A	M	23
4A	M	5A	M	3
4A	M	5A	F	3
4A	M	5A	M	3
4A	M	5A	F	7
4A	M	5A	M	0
4A	M	4A	F	32
4A	M	2A	F	0
4A	M	2A	F	0
4A	M	1A	M	0
4A	M	1A	F	0
4A	M	1A	M	1
4A	M	1A	F	0
4A	M	1A	M	1
4A	M	1A	F	0
4A	M	1A	F	0
4A	M	5A	M	6
4A	M	5A	F	2
4A	M	5A	F	2
4A	M	5A	M	0
4A	M	2A	F	0
4A	M	2A	F	0
4A	M	2A	M	0
4A	M	2A	M	0
4A	M	3A	M	0
4A	M	1A	M	0
4A	M	5A	F	0
4A	M	5A	F	1
4A	M	5A	M	0
4A	M	5A	M	53
4A	M	5A	F	0
4A	M	4B	F	1
4A	M	5A	F	0
4A	M	1A	F	0
4A	M	1A	M	0
4A	M	3A	M	0
4A	M	3A	F	0
4A	M	1A	F	0
4A	M	1A	Unknown	2
4A	M	3B	F	0
4A	M	3A	M	0
4A	M	2A	M	1
4A	M	2A	F	0
4A	M	5A	F	20
4A	M	4B	F	0
4A	M	2A	F	0
4A	M	5B	M	9
4A	M	5B	M	12
4A	M	3B	M	1
4A	M	Teachers	Unknown	0
4A	M	5B	M	5
4A	M	5B	M	0
4A	M	5B	F	0
4A	M	5B	M	11
4A	M	2A	M	0
4A	M	4B	M	44
4A	M	5B	M	6
4A	M	5B	M	8
4A	M	5B	M	0
4A	M	5B	F	2
4A	M	5B	M	6
4A	M	Teachers	Unknown	0
4A	M	4B	M	0
4A	M	4B	F	2
4A	M	4B	M	0
4A	M	5B	F	0
4A	M	5B	F	2
4A	M	5B	F	0
4A	M	5B	M	1
4A	M	1B	M	8
4A	M	1B	F	4
4A	M	5B	M	10
4A	M	5B	F	3
4A	M	Teachers	Unknown	0
4A	M	2A	F	1
4A	M	2A	F	0
4A	M	2A	M	0
4A	M	2A	M	0
4A	M	4B	M	0
4A	M	2A	M	2
4A	M	2A	F	0
4A	M	2A	F	0
4A	M	4B	F	2
4A	M	4B	F	0
4A	M	4B	M	0
4A	M	4B	M	0
4A	M	3A	M	0
4A	M	3A	M	1
4A	M	1B	F	15
4A	M	1B	F	2
4A	M	4B	M	0
4A	M	4A	M	166
4A	M	1B	F	0
4A	M	1B	F	2
4A	M	4A	M	77
4A	M	4A	M	13
4A	M	4A	F	14
4A	M	1B	F	0
4A	M	1B	F	0
4A	M	Teachers	Unknown	30
4A	M	2A	F	0
4A	M	1B	M	2
4A	M	1B	F	0
4A	M	1B	M	1
4A	M	1B	M	6
4A	M	1B	F	0
4A	M	4A	M	37
4A	M	4A	F	8
4A	M	1B	F	2
4A	M	1B	F	0
4A	M	1B	M	1
4A	M	4A	F	43
1B	F	3B	M	0
1B	F	3B	M	0
1B	F	3B	F	0
1B	F	3B	F	0
1B	F	3B	F	0
1B	F	4B	F	0
1B	F	4B	M	0
1B	F	4B	M	0
1B	F	1B	M	105
1B	F	1B	M	21
1B	F	4B	F	0
1B	F	4B	M	0
1B	F	3A	M	0
1B	F	3A	M	0
1B	F	3A	F	0
1B	F	3A	M	0
1B	F	3B	M	0
1B	F	1A	F	0
1B	F	1A	M	0
1B	F	4B	M	0
1B	F	4B	M	0
1B	F	4B	F	0
1B	F	4A	F	1
1B	F	4A	M	0
1B	F	1A	F	0
1B	F	1A	F	0
1B	F	5A	M	1
1B	F	5A	M	0
1B	F	2A	F	0
1B	F	2A	F	0
1B	F	1A	M	0
1B	F	5A	M	0
1B	F	5A	M	0
1B	F	5A	F	0
1B	F	5A	M	0
1B	F	5A	F	0
1B	F	5A	M	0
1B	F	4A	F	0
1B	F	2A	F	0
1B	F	2A	F	0
1B	F	1A	M	0
1B	F	1A	F	0
1B	F	1A	M	0
1B	F	1A	F	0
1B	F	1A	M	0
1B	F	1A	F	0
1B	F	1A	F	0
1B	F	5A	M	0
1B	F	5A	F	0
1B	F	5A	F	0
1B	F	5A	M	0
1B	F	2A	F	0
1B	F	2A	F	0
1B	F	2A	M	0
1B	F	2A	M	2
1B	F	3A	M	0
1B	F	1A	M	0
1B	F	5A	F	0
1B	F	5A	F	0
1B	F	5A	M	0
1B	F	5A	M	0
1B	F	5A	F	0
1B	F	4B	F	0
1B	F	5A	F	0
1B	F	1A	F	0
1B	F	1A	M	0
1B	F	3A	M	0
1B	F	3A	F	0
1B	F	1A	F	0
1B	F	1A	Unknown	0
1B	F	3B	F	1
1B	F	3A	M	0
1B	F	2A	M	0
1B	F	2A	F	0
1B	F	5A	F	0
1B	F	4B	F	0
1B	F	2A	F	0
1B	F	5B	M	0
1B	F	5B	M	0
1B	F	3B	M	0
1B	F	Teachers	Unknown	27
1B	F	5B	M	0
1B	F	5B	M	0
1B	F	5B	F	0
1B	F	5B	M	0
1B	F	2A	M	0
1B	F	4B	M	0
1B	F	5B	M	0
1B	F	5B	M	0
1B	F	5B	M	0
1B	F	5B	F	0
1B	F	5B	M	0
1B	F	Teachers	Unknown	0
1B	F	4B	M	0
1B	F	4B	F	0
1B	F	4B	M	0
1B	F	5B	F	0
1B	F	5B	F	0
1B	F	5B	F	0
1B	F	5B	M	0
1B	F	1B	M	27
1B	F	1B	F	5
1B	F	5B	M	0
1B	F	5B	F	0
1B	F	Teachers	Unknown	0
1B	F	2A	F	0
1B	F	2A	F	1
1B	F	2A	M	1
1B	F	2A	M	0
1B	F	4B	M	0
1B	F	2A	M	0
1B	F	2A	F	0
1B	F	2A	F	0
1B	F	4B	F	0
1B	F	4B	F	0
1B	F	4B	M	0
1B	F	4B	M	0
1B	F	3A	M	0
1B	F	3A	M	0
1B	F	1B	F	159
1B	F	1B	F	14
1B	F	4B	M	0
1B	F	4A	M	0
1B	F	1B	F	27
1B	F	1B	F	40
1B	F	4A	M	0
1B	F	4A	M	0
1B	F	4A	F	0
1B	F	1B	F	272
1B	F	1B	F	31
1B	F	Teachers	Unknown	0
1B	F	2A	F	0
1B	F	1B	M	18
1B	F	1B	F	24
1B	F	1B	M	10
1B	F	1B	M	57
1B	F	1B	F	11
1B	F	4A	M	0
1B	F	4A	F	0
1B	F	1B	F	45
1B	F	1B	F	82
1B	F	1B	M	33
1B	F	4A	F	0
1B	F	4A	M	0
1B	F	3B	M	0
1B	F	3B	M	0
1B	F	3B	F	2
1B	F	3B	F	0
1B	F	3B	F	0
1B	F	4B	F	0
1B	F	4B	M	0
1B	F	4B	M	1
1B	F	1B	M	18
1B	F	1B	M	11
1B	F	4B	F	0
1B	F	4B	M	0
1B	F	3A	M	0
1B	F	3A	M	0
1B	F	3A	F	0
1B	F	3A	M	0
1B	F	3B	M	0
1B	F	1A	F	3
1B	F	1A	M	0
1B	F	4B	M	0
1B	F	4B	M	0
1B	F	4B	F	0
1B	F	4A	F	0
1B	F	4A	M	1
1B	F	1A	F	1
1B	F	1A	F	0
1B	F	5A	M	0
1B	F	5A	M	0
1B	F	2A	F	0
1B	F	2A	F	0
1B	F	1A	M	58
1B	F	5A	M	1
1B	F	5A	M	1
1B	F	5A	F	0
1B	F	5A	M	0
1B	F	5A	F	2
1B	F	5A	M	0
1B	F	4A	F	0
1B	F	2A	F	1
1B	F	2A	F	7
1B	F	1A	M	0
1B	F	1A	F	0
1B	F	1A	M	0
1B	F	1A	F	0
1B	F	1A	M	0
1B	F	1A	F	1
1B	F	1A	F	15
1B	F	5A	M	0
1B	F	5A	F	0
1B	F	5A	F	2
1B	F	5A	M	0
1B	F	2A	F	0
1B	F	2A	F	0
1B	F	2A	M	0
1B	F	2A	M	0
1B	F	3A	M	0
1B	F	1A	M	0
1B	F	5A	F	0
1B	F	5A	F	0
1B	F	5A	M	1
1B	F	5A	M	0
1B	F	5A	F	0
1B	F	4B	F	2
1B	F	5A	F	0
1B	F	1A	F	7
1B	F	1A	M	0
1B	F	3A	M	0
1B	F	3A	F	0
1B	F	1A	F	0
1B	F	1A	Unknown	1
1B	F	3B	F	0
1B	F	3A	M	0
1B	F	2A	M	65
1B	F	2A	F	0
1B	F	5A	F	2
1B	F	4B	F	1
1B	F	2A	F	0
1B	F	5B	M	0
1B	F	5B	M	0
1B	F	3B	M	1
1B	F	Teachers	Unknown	16
1B	F	5B	M	1
1B	F	5B	M	0
1B	F	5B	F	0
1B	F	5B	M	0
1B	F	2A	M	5
1B	F	4B	M	0
1B	F	5B	M	0
1B	F	5B	M	0
1B	F	5B	M	0
1B	F	5B	F	0
1B	F	5B	M	0
1B	F	Teachers	Unknown	0
1B	F	4B	M	0
1B	F	4B	F	0
1B	F	4B	M	0
1B	F	5B	F	0
1B	F	5B	F	1
1B	F	5B	F	0
1B	F	5B	M	0
1B	F	1B	M	11
1B	F	1B	F	6
1B	F	5B	M	1
1B	F	5B	F	0
1B	F	Teachers	Unknown	0
1B	F	2A	F	0
1B	F	2A	F	0
1B	F	2A	M	1
1B	F	2A	M	0
1B	F	4B	M	0
1B	F	2A	M	2
1B	F	2A	F	0
1B	F	2A	F	1
1B	F	4B	F	0
1B	F	4B	F	0
1B	F	4B	M	0
1B	F	4B	M	2
1B	F	3A	M	0
1B	F	3A	M	0
1B	F	1B	F	38
1B	F	1B	F	5
1B	F	4B	M	0
1B	F	4A	M	0
1B	F	1B	F	15
1B	F	1B	F	70
1B	F	4A	M	2
1B	F	4A	M	9
1B	F	4A	F	0
1B	F	1B	F	9
1B	F	1B	F	9
1B	F	Teachers	Unknown	0
1B	F	2A	F	0
1B	F	1B	M	9
1B	F	1B	F	105
1B	F	1B	M	12
1B	F	1B	M	202
1B	F	1B	F	31
1B	F	4A	M	1
1B	F	4A	F	0
1B	F	1B	F	239
1B	F	1B	F	18
1B	F	1B	M	20
1B	F	4A	F	0
1B	F	4A	M	0
1B	F	1B	F	102
1B	M	3B	M	0
1B	M	3B	M	1
1B	M	3B	F	0
1B	M	3B	F	0
1B	M	3B	F	0
1B	M	4B	F	0
1B	M	4B	M	0
1B	M	4B	M	0
1B	M	1B	M	42
1B	M	1B	M	30
1B	M	4B	F	0
1B	M	4B	M	0
1B	M	3A	M	0
1B	M	3A	M	0
1B	M	3A	F	0
1B	M	3A	M	33
1B	M	3B	M	0
1B	M	1A	F	1
1B	M	1A	M	0
1B	M	4B	M	0
1B	M	4B	M	0
1B	M	4B	F	0
1B	M	4A	F	0
1B	M	4A	M	0
1B	M	1A	F	24
1B	M	1A	F	0
1B	M	5A	M	0
1B	M	5A	M	0
1B	M	2A	F	0
1B	M	2A	F	0
1B	M	1A	M	20
1B	M	5A	M	0
1B	M	5A	M	2
1B	M	5A	F	1
1B	M	5A	M	1
1B	M	5A	F	0
1B	M	5A	M	0
1B	M	4A	F	0
1B	M	2A	F	0
1B	M	2A	F	1
1B	M	1A	M	2
1B	M	1A	F	0
1B	M	1A	M	0
1B	M	1A	F	0
1B	M	1A	M	0
1B	M	1A	F	3
1B	M	1A	F	2
1B	M	5A	M	0
1B	M	5A	F	1
1B	M	5A	F	2
1B	M	5A	M	0
1B	M	2A	F	1
1B	M	2A	F	0
1B	M	2A	M	1
1B	M	2A	M	1
1B	M	3A	M	0
1B	M	1A	M	0
1B	M	5A	F	0
1B	M	5A	F	0
1B	M	5A	M	1
1B	M	5A	M	0
1B	M	5A	F	0
1B	M	4B	F	2
1B	M	5A	F	0
1B	M	1A	F	0
1B	M	1A	M	0
1B	M	3A	M	0
1B	M	3A	F	0
1B	M	1A	F	1
1B	M	1A	Unknown	64
1B	M	3B	F	0
1B	M	3A	M	0
1B	M	2A	M	3
1B	M	2A	F	0
1B	M	5A	F	0
1B	M	4B	F	0
1B	M	2A	F	0
1B	M	5B	M	0
1B	M	5B	M	0
1B	M	3B	M	2
1B	M	Teachers	Unknown	135
1B	M	5B	M	0
1B	M	5B	M	0
1B	M	5B	F	4
1B	M	5B	M	0
1B	M	2A	M	1
1B	M	4B	M	0
1B	M	5B	M	0
1B	M	5B	M	1
1B	M	5B	M	0
1B	M	5B	F	0
1B	M	5B	M	0
1B	M	Teachers	Unknown	0
1B	M	4B	M	0
1B	M	4B	F	0
1B	M	4B	M	0
1B	M	5B	F	0
1B	M	5B	F	0
1B	M	5B	F	0
1B	M	5B	M	1
1B	M	1B	M	112
1B	M	1B	F	34
1B	M	5B	M	0
1B	M	5B	F	0
1B	M	Teachers	Unknown	0
1B	M	2A	F	4
1B	M	2A	F	0
1B	M	2A	M	6
1B	M	2A	M	1
1B	M	4B	M	0
1B	M	2A	M	1
1B	M	2A	F	0
1B	M	2A	F	0
1B	M	4B	F	0
1B	M	4B	F	0
1B	M	4B	M	0
1B	M	4B	M	0
1B	M	3A	M	27
1B	M	3A	M	0
1B	M	1B	F	36
1B	M	1B	F	18
1B	M	4B	M	0
1B	M	4A	M	0
1B	M	1B	F	16
1B	M	1B	F	217
1B	M	4A	M	0
1B	M	4A	M	1
1B	M	4A	F	1
1B	M	1B	F	9
1B	M	1B	F	5
1B	M	Teachers	Unknown	0
1B	M	2A	F	1
1B	M	1B	M	8
1B	M	1B	F	84
1B	M	1B	M	13
1B	M	1B	M	62
1B	M	1B	F	11
1B	M	4A	M	0
1B	M	4A	F	0
1B	M	1B	F	155
1B	M	1B	F	140
1B	M	1B	M	55
1B	M	4A	F	0
1B	M	4A	M	0
1B	M	1B	F	33
1B	M	1B	F	36
3A	M	3B	M	10
3A	M	3B	M	4
3A	M	3B	F	0
3A	M	3B	F	3
3A	M	3B	F	0
3A	M	4B	F	0
3A	M	4B	M	0
3A	M	4B	M	1
3A	M	1B	M	1
3A	M	1B	M	0
3A	M	4B	F	0
3A	M	4B	M	0
3A	M	3A	M	16
3A	M	3A	M	13
3A	M	3A	F	13
3A	M	3A	M	67
3A	M	3B	M	11
3A	M	1A	F	36
3A	M	1A	M	0
3A	M	4B	M	0
3A	M	4B	M	1
3A	M	4B	F	1
3A	M	4A	F	0
3A	M	4A	M	0
3A	M	1A	F	1
3A	M	1A	F	0
3A	M	5A	M	0
3A	M	5A	M	1
3A	M	2A	F	1
3A	M	2A	F	0
3A	M	1A	M	0
3A	M	5A	M	0
3A	M	5A	M	1
3A	M	5A	F	1
3A	M	5A	M	0
3A	M	5A	F	0
3A	M	5A	M	0
3A	M	4A	F	0
3A	M	2A	F	32
3A	M	2A	F	59
3A	M	1A	M	1
3A	M	1A	F	1
3A	M	1A	M	1
3A	M	1A	F	0
3A	M	1A	M	4
3A	M	1A	F	0
3A	M	1A	F	0
3A	M	5A	M	1
3A	M	5A	F	0
3A	M	5A	F	0
3A	M	5A	M	0
3A	M	2A	F	1
3A	M	2A	F	0
3A	M	2A	M	0
3A	M	2A	M	1
3A	M	3A	M	9
3A	M	1A	M	0
3A	M	5A	F	0
3A	M	5A	F	0
3A	M	5A	M	0
3A	M	5A	M	1
3A	M	5A	F	1
3A	M	4B	F	0
3A	M	5A	F	0
3A	M	1A	F	0
3A	M	1A	M	0
3A	M	3A	M	96
3A	M	3A	F	43
3A	M	1A	F	0
3A	M	1A	Unknown	0
3A	M	3B	F	0
3A	M	3A	M	16
3A	M	2A	M	6
3A	M	2A	F	0
3A	M	5A	F	0
3A	M	4B	F	0
3A	M	2A	F	0
3A	M	5B	M	0
3A	M	5B	M	0
3A	M	3B	M	6
3A	M	Teachers	Unknown	1
3A	M	5B	M	0
3A	M	5B	M	0
3A	M	5B	F	0
3A	M	5B	M	0
3A	M	2A	M	3
3A	M	4B	M	0
3A	M	5B	M	0
3A	M	5B	M	0
3A	M	5B	M	0
3A	M	5B	F	0
3A	M	5B	M	0
3A	M	Teachers	Unknown	0
3A	M	4B	M	0
3A	M	4B	F	1
3A	M	4B	M	0
3A	M	5B	F	0
3A	M	5B	F	0
3A	M	5B	F	0
3A	M	5B	M	0
3A	M	1B	M	4
3A	M	1B	F	0
3A	M	5B	M	0
3A	M	5B	F	0
3A	M	Teachers	Unknown	0
3A	M	2A	F	0
3A	M	2A	F	0
3A	M	2A	M	3
3A	M	2A	M	0
3A	M	4B	M	0
3A	M	2A	M	7
3A	M	2A	F	0
3A	M	2A	F	0
3A	M	4B	F	0
3A	M	4B	F	0
3A	M	4B	M	1
3A	M	4B	M	1
3A	M	3A	M	9
3A	M	3A	M	13
3A	M	1B	F	0
3A	M	1B	F	0
3A	M	4B	M	0
3A	M	4A	M	0
3A	M	1B	F	0
3A	M	1B	F	0
3A	M	4A	M	0
3A	M	4A	M	0
3A	M	4A	F	0
3A	M	1B	F	0
3A	M	1B	F	0
3A	M	Teachers	Unknown	0
3A	M	2A	F	6
3A	M	1B	M	0
3A	M	1B	F	0
3A	M	1B	M	0
3A	M	1B	M	0
3A	M	1B	F	0
3A	M	4A	M	0
3A	M	4A	F	0
3A	M	1B	F	0
3A	M	1B	F	0
3A	M	1B	M	0
3A	M	4A	F	0
3A	M	4A	M	0
3A	M	1B	F	0
3A	M	1B	F	0
3A	M	1B	M	0
4A	M	3B	M	1
4A	M	3B	M	1
4A	M	3B	F	0
4A	M	3B	F	0
4A	M	3B	F	0
4A	M	4B	F	0
4A	M	4B	M	0
4A	M	4B	M	8
4A	M	1B	M	0
4A	M	1B	M	4
4A	M	4B	F	0
4A	M	4B	M	0
4A	M	3A	M	0
4A	M	3A	M	0
4A	M	3A	F	0
4A	M	3A	M	3
4A	M	3B	M	0
4A	M	1A	F	0
4A	M	1A	M	0
4A	M	4B	M	7
4A	M	4B	M	0
4A	M	4B	F	0
4A	M	4A	F	19
4A	M	4A	M	8
4A	M	1A	F	0
4A	M	1A	F	0
4A	M	5A	M	1
4A	M	5A	M	1
4A	M	2A	F	0
4A	M	2A	F	0
4A	M	1A	M	1
4A	M	5A	M	10
4A	M	5A	M	3
4A	M	5A	F	2
4A	M	5A	M	1
4A	M	5A	F	3
4A	M	5A	M	0
4A	M	4A	F	4
4A	M	2A	F	0
4A	M	2A	F	0
4A	M	1A	M	0
4A	M	1A	F	0
4A	M	1A	M	0
4A	M	1A	F	0
4A	M	1A	M	2
4A	M	1A	F	0
4A	M	1A	F	0
4A	M	5A	M	1
4A	M	5A	F	0
4A	M	5A	F	2
4A	M	5A	M	0
4A	M	2A	F	0
4A	M	2A	F	0
4A	M	2A	M	0
4A	M	2A	M	6
4A	M	3A	M	0
4A	M	1A	M	0
4A	M	5A	F	0
4A	M	5A	F	2
4A	M	5A	M	1
4A	M	5A	M	19
4A	M	5A	F	1
4A	M	4B	F	1
4A	M	5A	F	0
4A	M	1A	F	0
4A	M	1A	M	0
